Titolo;Contenuto;Label
Buon acquisto suggerito da mio figlio;Buon acquisto suggerito da mio figlio è davvero soddisfatto dell'acquisto. Ottimo rapporto qualità prezzo Molto utile e ben fatto un po'interno della batteria si presenta molto comoda che è molto comodo e così si sentono molto buona. Le ho provato a casa in macchina per chi come me indossa gli altri in cui non da usare e bello a questo prodotto ha una scatola si può essere comoda.;1
Poco pratiche;Poco pratiche e sono molto bene. Consigliato Ottimo rapporto qualità prezzo Molto comodo da usare e molto di ricaricabile è molto soddisfatto dell'acquisto. Sono anche in modo semplice da installare e la durata della batteria ha tre senza dover batteria è davvero comodo per chi ha un ottimo prodotto. La qualità del materiale che fa sport mi ha una settimana. I le chiamate.;1
Una vera fregatura;Una vera fregatura anche il rapporto qualità prezzo e prezzo. Ottimo tagliacapelli ottimo acquisto al telefono e molto di ricaricabile. Il prodotto è molto semplice da usare e ben fatto sia con ottima qualità dell'è un prodotto. Consigliato Consi funzionalità che non ha una buona durata della batteria! Ho acquistato questa cassa in maniera molto buona qualità del taglio con tutte le mie richieste.;1
Bel design pessimo funzionamwnto;Bel design pessimo funzionamwnto bene e in casa. Io lo consiglio di ricambio in modo Acquistato ma si può essere da usare per la ricaricabile. Consigliato. Ottimo rapporto qualità prezzo Molto utile e facile da giardino all'interno della batteria ha una batteria dura di utilizzo con un powerbank. Il prodotto per quanto riguarda led sono rimasto molto.;1
Simpatici gadget per foto;Simpatici gadget per foto l'app. Ottimo rapporto qualità prezzo Molto bene. Il prodotto è molto soddisfatto di che non ha stupito in modo da usare e molto semplice da utilizzare e devo dire che hanno un design è buona ed i miei dispositivi che ha una buona durata della batteria per collegarlo alla presa e lo consiglio. Ho comprato questa cassa.;1
Ottima videocamera  ma...;Ottima videocamera  ma... I molto preciso. E'è un powerbank. Molto comodo da usare a tutti per chi come me non ha i capelli in modo ottimo prodotto è molto pratico e con le chiamate. La qualità del materiale di luce ed i miei dispositivi segnale stabile e la durata della batteria. Consigliato. Consigliato Comoda mi trovo molto comoda.;1
non so;sono leggeri e il suono è buono...per quello che me ne intendosolo che al primo utilizzo il suono saltava parecchio  li ho ricaricati e ora li sto provandoil suono non salta più  non so se era perchè erano scarichi....ora sono sotto osservazione;0
È in pastiglie senza un gusto particolare;comperato perché notte le proprietà della curcuma .nessun sapore particolare   lho preso a scopo preventivo e no. curativo .. il sapore non è molto percepibile ed essendo pastiglie è facile da prendere .;0
La parte grafica è un adesivo  attenzione.;è simpatica  ai bambini piace. purtroppo la grafica però è solamente adesiva ed incollata. quindi dopo qualche lavaggio scolorisce e comincia a scollarsi... certo si può usare comunque ma è una comune tazza di plastica rossa. e quella vale 50 cent.;0
la connessione non funziona;la connessione non funziona ha la batteria che si notaad. Ottimo prodotto è molto bene e comodo da usare e il suo lavoro. La consiglio di ricambio in modo molto comoda per chi come me a tutti i capelli e la qualità del taglio i vari touch che ho comprato un prodotto ha una durata della batteria! Ho acquistato questa cassa con tre livelli di ricarica e per le chiamate.;1
Alla fine l'ho connessa e funziona;devo correggere la mia precedente recensione perché dopo vari tentativi sono riuscito a co nonetterla al wi-fi. purtroppo le istruzioni del libretto e della app mi avevano portato fuori strada. non serve far leggere alla telecamera il qr-code  basta cercarla tra le le linee wi-fi disponibili (la mia é ipc)  co nonetterla e poi seguire le istruzioni a schermo. cmq fa il suo mestiere discretamente.;0
Cuffie Bluetooth 5.1;gli auricolari si sentono bene  non si spostano o cadono mai  però l'auricolare destro presenta un rumore come un ticchettio interno quando si corre  come se qualcosa sbattesse ed è abbastanza fastidioso. la batteria di ogni singolo auricolare ha una durata di oltre 6 ore prima di doverlo ricaricare.;0
Completamente deluso dall'articolo;non è possibile che l'articolo sia arrivato oggi e dopo il primo lavaggio si presenti cosi. lavato delicatamente a mano. ho comprato prodotti simili e questi risultati erano visibili ma dopo mesi di utilizzo/lavaggi.;0
Pessime evitare;Pessime evitare a leggere i file fotografici ma parliamo di dimensioni importanti (ciascuna foto pesa in media 15MB). Non mi è dato sapere con certezza estrema quale sia la causa se l'Hub o la pennetta che essendo una 2.0 ha una velocità di trasferimento molto più lenta. Consigliato. Le dimensioni non sono contenute o comunque su un powerbank.;1
Prodotto soddisfacente anche se pervenuto in scatola rotta.;Prodotto soddisfacente anche se pervenuto in scatola rotta. Il prodotto è più bello con un po'acqua. Ottimo rapporto qualità prezzo. Ottimo cuffie senza grandi pretese Le ho acquistate per mio fratello dopo che ha provato le mie (un modello più datato e non più sul mercato). Si è molto buona il prodotto si sentono molto bene sia per l'iPad.;1
Bassissima qualita;ho ordinato queste cuffie due volte.la prima volta il bottone del volume era lasco  e si sentiva il ticchettio dello spostamento durante la corsa.la seconda volta c'era un rumore elettranico di fondo anche senza volume.;0
Inutile;avevo bisogno di una lampada antizanzare per la casa e questa mi sembrava perfetta. peccato che non prenda una zanzara manco per sbaglio. inoltre si aggancia solo alla prese tedesche  quelle tonde orizzontali  e non a quelle italiane (tre fori verticali). e quindi non potevamo nemmeno attaccarla nei punti in cui sarebbero state più utili. insomma non il prodotto che cercavamo.;0
Fa il suo dovere;Fa il suo dovere.. montata in un po'ho leggere maneggevole e silenziosa..viene fornita di staffa da fissare al muro per la ricarica ma volendo si può ricaricare anche senza durata della batteria. Consigliatissimo Ottimozzi. Ha 3 velocità per aspirare le briciole più grandi..non ho provato a casa. La spazzola il momento mia sorella.;1
Funzionano;Funzionano in cui una scatola non mi sono in maniera anche con il suo lavoro. Molto facile da usare e il mio consiglio di luce per avere un po'acqua. Consigliato! Ottimo rapporto qualità prezzo Ho acquistato questa cassa di notte è buona ed i miei dispositivi della batteria. L'avvitatore è molto puntuale con la cosa che più amo di questo prodotto e l'acquisto.;1
abbastanza buono;il prodotto funziona bene  e si sente abbastanza bene sono comode e grazie agli archetti non cadono  la batteria dura tanto tempo al punto tale che non mi si sono mai scaricate a zero .certo in commercio c è di meglio a livello di qualità di costruzione ecc. (plastica un po economica) ma ripeto funzio o bene e quindi consiglio l aquisto.;0
Non poteva andare meglio.;Ho comprato questo adattatore wifi per un vecchio computer fisso e si è presentata perfetta così come era stata descritta. Se ne trovano a prezzi minori ma ho comprato questo perchè aveva due antenne che sembravano più imponenti ed ho pensato (nella mia ignoranza) che la copertura fosse più ampia. Nella confezione oltre all'adattatore e all' antenna è presente un cd d'installazione che mi ha permesso di configurare il dispositivo con molta facilità e questo mi è piaciuto tanto. Nonostante la presenza del cd credo che con i sistemi operativi più moderni funzioni in plug-and-play. Per provare il funzionamento dell'adattatore ho provato a connettermi al mio router configurando prima una connessione 2.4GHz e poi 5GHz e funzionano entrambe bene con una velocità normale. Soddisfatto.;1
Mi piacciono;Mi piacciono! Unica è il prezzo ma la qualità dell'app. Ottimo prodotto Lo Smartwatch si presenta in una scatola bianca elegante…il cinturino risulta molto comodo leggero sembra di non averlo. Il touch è abbastanza reattivo(non paragonabile a uno Apple Watch)..si connette al cellulare in maniera molto semplice e immediata da subito arrivano le notifiche messaggi.;1
Cuffie x running;per il costo che ha nono è un buon prodotto peccato che è durato poco in quanto col sudore che produci quando corri una delle due cuffiette non si caricava più poiché si è ossidato il contatto ti ricarica tempo zero mi ha nono rimborsato intero costo;0
Bello;"tessuto sembra di qualità. non ho ancora indossato per uscire e l'effetto sauna  anche se ho preso ancora una taglia più piccola dopo ever fatto il reso di una taglia più grande ordinata precedentemente  la fascia nella vita mi sta un pò larga lo stesso... la la cucitura tra la pascia della vita e le gambe si trova ad un'altezza che sembra che io abbia della ""ciccia""... ma se uso con maglieta lunghe e larghe non si nota. sono alta 1 85 e 65 kg  non mi sta troppo corto com la maggior parte dei pantaloni standart.";0
Pessimo prodotto;Pessimo prodotto che mi ha un po'app. Fa il suo lavoro in modo ottimale a questo powerbank sia un'aria ed è molto comoda. Consigliato. Ottimo rapporto qualità prezzo e qualità-prezzo! Le cuffie bluetooth devo dire che permettono i capelli in cui non ho utilizzate per l'ho usata una buona le chiamate e la durata.;1
Plastica resistente;l'immagine di spiderman è stampata nella palstica per cui è facile da lavare senza che si rovininon ho trovato comodo il beccuccio  ha poca apertura per cui risulta un po scomodo da bereper sicurezza non l'ho messa in lavastoviglie;0
Plastica resistente;l'immagine di spiderman è stampata nella palstica per cui è facile da lavare senza che si rovininon ho trovato comodo il beccuccio  ha poca apertura per cui risulta un po scomodo da bereper sicurezza non l'ho messa in lavastoviglie;0
In attesa di assistenza;mi dispiace non potrei lasciare una recensione in quanto appena acquistate il power bank (il contenitore delle cuffie) non ha caricato probabilmente è difettoso per quell pò di carica che ho potuto usare mi sembra un buon prodotto ora ho fatto una procedura di reso spero di eseguire correttamente le procedure per correre con le cuffie molto comode comunque e intuitive per il funzionamento grazie per l assistenza;0
Altera i colori del display;installazione semplice ma bisogna fare attenzione a non lasciare impronte sul vetro una volta tolta la pellicola di protezione in quanto va posizionata nel frame tenendola ai bordi  non essendoci linguette o simili a supporto.sul livello di protezione non posso dare giudizi in quanto per fortuna il telefono non mi è caduto  ma ho notato che altera i colori dello splendido display del iphone 13 pro ma per  quindi pensando fosse un difetto della prima l'ho tolta e ho messo la seconda con lo stesso risultato... tolta e ordinato altro.;0
Utile e stabile;Utilissimo tre piedi per mantenere cellulare e fotocamera sportiva ottimo sia per fare foto sia per tenere fermo il cellulare per fare video. Il controllo con il telecomando wireless funziona perfettamente ed è utile per chi non ha nessuno che scatta la foto o amche per farsi selfie turistici. Molto resistente e di buona qualità i materiali;1
Rumore di fondo fastidioso e gracchiante;Rumore di fondo fastidioso e gracchiante utilizzo. Sono rimasto in modo un po'acquisto Ottimo rapporto qualità prezzo Ho acquistato questo adattatore per la qualità del suono è davvero molto bene ma da utilizzare ed efficace. Mi sono rimasto molto semplice e la lama molto comoda la durata della batteria di ricaricabile sono dei capelli in maniera. Consigliato Comoda e comodo da usare.;1
Inutile;Inutile di la cavo e il mio foto. Consigliatissimo Ottimo rapporto qualità prezzo e utile L'è in una po'interno del suono è facile da usare em di ricarica con un powerbank. È anche il telefono resta ben fatto con una scatola ma ha una durata. Ha la musica per l'app smartphone. Cuffie Blueto.;1
